AsSOC,current,diffTime
2855.44,-5.8347,18.343
2799.17,-3.05411,18.422
2947.59,8.07007,18.391
3008.1,3.296,18.359
3105.17,5.27786,18.391
3089.46,-0.855325,18.359
3206.4,6.35858,18.391
3366.51,8.70597,18.39
3457.02,4.88857,18.516
3522.43,3.53849,18.484
3496.59,-1.40138,18.438
3316.21,-9.77509,18.453
3164.05,-8.23221,18.484
3134.41,-1.59775,18.547
3298.51,8.89996,18.438
3259.08,-2.13113,18.5
3287.24,1.52305,18.484
3274.48,-0.68419,18.641
3178.98,-5.18018,18.437
3195.21,0.869594,18.672
3342.56,7.96496,18.5
3280.85,-3.32208,18.578
3204.48,-4.11728,18.547
3149.92,-2.94204,18.547
2973.61,-9.47435,18.609
2892.65,-4.37594,18.5
3009.86,6.30322,18.594
3144.71,7.26466,18.563
3246.44,5.4482,18.672
3256.25,0.528824,18.546
3271.67,0.830193,18.579
3285.6,0.747993,18.625
3160.43,-6.69859,18.687
3267.41,5.71501,18.719
3261.08,-0.338217,18.703
3322.85,3.31395,18.641
3299.91,-1.22783,18.687
3185.7,-6.08577,18.766
3208.32,1.20722,18.734
3147.47,-3.25354,18.703
3305.96,8.45298,18.75
3225.47,-4.26812,18.86
3362.96,7.30894,18.812
3537.67,9.30257,18.781
3656.25,6.34007,18.703
3470.56,-9.92016,18.719
3576.36,5.64755,18.735
3452.97,-6.57573,18.765
3604.22,8.00008,18.906
3627.27,1.23049,18.735
3660.88,1.77588,18.922
3487.8,-9.18531,18.843
3640.43,8.11337,18.813
3547.4,-4.91659,18.922
3720.74,9.18354,18.875
3892.72,9.11135,18.875
3890.19,-0.133853,18.922
4020.79,6.96561,18.75
4150.12,6.81829,18.968
4211.82,3.26063,18.922
4112,-5.27074,18.938
4012.49,-5.24601,18.969
3880.45,-7.01301,18.828
3764.07,-6.13029,18.984
3612.87,-7.91883,19.094
3796.89,9.62206,19.125
3686.63,-5.77014,19.109
3797.61,5.82195,19.063
3659.21,-7.27877,19.015
3516.92,-7.47047,19.047
3413.21,-5.41402,19.156
3234.64,-9.29843,19.204
3341,5.55261,19.156
3431.3,4.74476,19.031
3257.31,-9.09778,19.125
3237.06,-1.06032,19.094
3225.92,-0.581824,19.156
3247.31,1.10949,19.281
3328.85,4.22896,19.282
3295.97,-1.70388,19.296
3128.14,-8.76107,19.157
3168.21,2.08363,19.234
3067.25,-5.24486,19.25
3071.51,0.222081,19.172
3032.75,-2.00846,19.297
2988.89,-2.26918,19.328
3113.4,6.42646,19.375
2924.41,-9.78609,19.312
2774.94,-7.74579,19.297
2682.51,-4.77853,19.344
2546.81,-7.00971,19.359
2620.8,3.82496,19.344
2659.72,2.00551,19.406
2799.7,7.21894,19.391
2629.69,-8.77458,19.375
2793.64,8.40053,19.516
2739.91,-2.75733,19.484
2882.55,7.33829,19.438
2716.24,-8.53597,19.484
2650.65,-3.3664,19.484
2730.03,4.07757,19.469
2562.93,-8.56931,19.5
2384.82,-9.1782,19.406
2256.99,-6.57629,19.438
2418.61,8.28162,19.515
2486.75,3.48636,19.547
2620.73,6.84848,19.563
2599.22,-1.091,19.719
2714.86,5.89761,19.609
2536.61,-9.04696,19.703
2585.86,2.50727,19.641
2571.7,-0.720405,19.656
2631.69,3.05934,19.609
2809.46,9.02265,19.703
2752.89,-2.85083,19.844
2747.98,-0.247265,19.86
2631.14,-5.83734,20.015
2591.68,-1.9762,19.969
2545.64,-2.27344,20.25
2512.49,-1.64873,20.109
2683,8.48545,20.094
2603.4,-3.93093,20.25
2744.23,6.96034,20.234
2569.25,-8.65408,20.219
2404,-8.14834,20.281
2455.25,2.52884,20.266
2252.71,-9.99395,20.266
2339.53,4.26435,20.359
2317.69,-1.06944,20.422
2275.72,-2.04709,20.5
2248.02,-1.36071,20.359
2390.68,8.50161,16.781
2238.77,-8.02867,18.922
2127.44,-6.15801,18.078
2158.13,1.69173,18.141
2148.81,-0.512711,18.172
2233.61,4.66215,18.187
2408.98,9.65061,18.172
2506.54,5.36418,18.188
2512.97,0.353489,18.203
2519.72,0.371088,18.172
2522.79,0.16886,18.203
2382.61,-7.71439,18.172
2457.23,4.09954,18.203
2592.61,7.45628,18.156
2516.3,-4.18459,18.234
2622.96,5.87417,18.157
2657.43,1.89207,18.218
2498.17,-8.77888,18.141
2443.31,-3.00623,18.25
2460.95,0.971471,18.156
2460.24,-0.0390095,18.141
2585.61,6.91147,18.14
2598.52,0.713434,18.094
2572.95,-1.40462,18.203
2698.93,6.92631,18.188
2745.3,2.5565,18.14
2629.05,-6.32104,18.391
2654.51,1.40318,18.141
2480.16,-9.53729,18.281
2378.6,-5.55062,18.297
2451.25,3.99108,18.203
2526.58,4.12091,18.281
2535.09,0.46605,18.25
2416.43,-6.51272,18.219
2449.28,1.80735,18.172
2509.01,3.25082,18.375
2407.83,-5.56767,18.172
2521.02,6.21302,18.218
2509.24,-0.650177,18.125
2426.02,-4.54032,18.329
2378.42,-2.59944,18.312
2322.93,-3.04572,18.219
2395.29,3.95156,18.312
2226.08,-9.20875,18.375
2380.47,8.43081,18.313
2398.07,0.965926,18.219
2422.51,1.34032,18.234
2593.99,9.35616,18.328
2425.72,-9.22805,18.234
2560.67,7.36257,18.329
2461.6,-5.42851,18.25
2598.3,7.45817,18.328
2552.24,-2.51296,18.328
2647.38,5.18661,18.344
2827.43,9.79861,18.375
2778.86,-2.63909,18.406
2691.88,-4.7213,18.422
2822.77,7.14177,18.328
2655.41,-9.15506,18.281
2761.67,5.74865,18.484
2861.51,5.45188,18.313
2719.45,-7.7507,18.328
2787.54,3.69608,18.422
2961.06,9.44324,18.375
2839.52,-6.56407,18.516
2732.5,-5.8347,18.343
2676.23,-3.05411,18.422
2824.65,8.07007,18.391
2885.16,3.296,18.359
2982.23,5.27786,18.391
2966.52,-0.855325,18.359
3083.46,6.35858,18.391
3243.57,8.70597,18.39
3334.08,4.88857,18.516
3399.49,3.53849,18.484
3373.65,-1.40138,18.438
3193.27,-9.77509,18.453
3041.11,-8.23221,18.484
3011.47,-1.59775,18.547
3175.57,8.89996,18.438
3136.15,-2.13113,18.5
3164.3,1.52305,18.484
3151.54,-0.68419,18.641
3056.04,-5.18018,18.437
3072.27,0.869594,18.672
3219.63,7.96496,18.5
3157.91,-3.32208,18.578
3081.54,-4.11728,18.547
3026.98,-2.94204,18.547
2850.67,-9.47435,18.609
2769.72,-4.37594,18.5
2886.92,6.30322,18.594
3021.77,7.26466,18.563
3123.5,5.4482,18.672
3133.31,0.528824,18.546
3148.73,0.830193,18.579
3162.66,0.747993,18.625
3037.49,-6.69859,18.687
3144.47,5.71501,18.719
3138.14,-0.338217,18.703
3199.92,3.31395,18.641
3176.97,-1.22783,18.687
3062.77,-6.08577,18.766
3085.38,1.20722,18.734
3024.53,-3.25354,18.703
3183.02,8.45298,18.75
3102.53,-4.26812,18.86
3240.02,7.30894,18.812
3414.73,9.30257,18.781
3533.31,6.34007,18.703
3347.62,-9.92016,18.719
3453.42,5.64755,18.735
3330.03,-6.57573,18.765
3481.28,8.00008,18.906
3504.33,1.23049,18.735
3537.94,1.77588,18.922
3364.86,-9.18531,18.843
3517.49,8.11337,18.813
3424.46,-4.91659,18.922
3597.8,9.18354,18.875
3769.78,9.11135,18.875
3767.25,-0.133853,18.922
3897.85,6.96561,18.75
4027.18,6.81829,18.968
4088.88,3.26063,18.922
3989.06,-5.27074,18.938
3889.55,-5.24601,18.969
3757.51,-7.01301,18.828
3641.13,-6.13029,18.984
3489.93,-7.91883,19.094
3673.95,9.62206,19.125
3563.69,-5.77014,19.109
3674.67,5.82195,19.063
3536.27,-7.27877,19.015
3393.98,-7.47047,19.047
3290.27,-5.41402,19.156
3111.7,-9.29843,19.204
3218.07,5.55261,19.156
3308.36,4.74476,19.031
3134.37,-9.09778,19.125
3114.12,-1.06032,19.094
3102.98,-0.581824,19.156
3124.37,1.10949,19.281
3205.91,4.22896,19.282
3173.03,-1.70388,19.296
3005.2,-8.76107,19.157
3045.27,2.08363,19.234
2944.31,-5.24486,19.25
2948.57,0.222081,19.172
2909.81,-2.00846,19.297
2865.95,-2.26918,19.328
2990.46,6.42646,19.375
2801.48,-9.78609,19.312
2652.01,-7.74579,19.297
2559.57,-4.77853,19.344
2423.87,-7.00971,19.359
2497.86,3.82496,19.344
2536.78,2.00551,19.406
2676.76,7.21894,19.391
2506.75,-8.77458,19.375
2670.7,8.40053,19.516
2616.97,-2.75733,19.484
2759.61,7.33829,19.438
2593.3,-8.53597,19.484
2527.71,-3.3664,19.484
2607.09,4.07757,19.469
2439.99,-8.56931,19.5
2261.88,-9.1782,19.406
2134.05,-6.57629,19.438
2295.67,8.28162,19.515
2363.81,3.48636,19.547
2497.79,6.84848,19.563
2476.28,-1.091,19.719
2591.92,5.89761,19.609
2413.67,-9.04696,19.703
2462.92,2.50727,19.641
2448.76,-0.720405,19.656
2508.75,3.05934,19.609
2686.52,9.02265,19.703
2629.95,-2.85083,19.844
2625.04,-0.247265,19.86
2508.2,-5.83734,20.015
2468.74,-1.9762,19.969
2422.7,-2.27344,20.25
2389.55,-1.64873,20.109
2560.06,8.48545,20.094
2480.46,-3.93093,20.25
2621.29,6.96034,20.234
2446.31,-8.65408,20.219
2281.06,-8.14834,20.281
2332.31,2.52884,20.266
2129.77,-9.99395,20.266
2216.59,4.26435,20.359
2194.75,-1.06944,20.422
2152.78,-2.04709,20.5
2125.08,-1.36071,20.359
2267.75,8.50161,16.781
2115.83,-8.02867,18.922
2004.5,-6.15801,18.078
2035.19,1.69173,18.141
2025.88,-0.512711,18.172
2110.67,4.66215,18.187
2286.04,9.65061,18.172
2383.6,5.36418,18.188
2390.03,0.353489,18.203
2396.78,0.371088,18.172
2399.85,0.16886,18.203
2259.67,-7.71439,18.172
2334.29,4.09954,18.203
2469.67,7.45628,18.156
2393.36,-4.18459,18.234
2500.02,5.87417,18.157
2534.49,1.89207,18.218
2375.23,-8.77888,18.141
2320.37,-3.00623,18.25
2338.01,0.971471,18.156
2337.3,-0.0390095,18.141
2462.67,6.91147,18.14
2475.58,0.713434,18.094
2450.01,-1.40462,18.203
2575.99,6.92631,18.188
2622.37,2.5565,18.14
2506.12,-6.32104,18.391
2531.57,1.40318,18.141
2357.22,-9.53729,18.281
2255.66,-5.55062,18.297
2328.31,3.99108,18.203
2403.64,4.12091,18.281
2412.15,0.46605,18.25
2293.49,-6.51272,18.219
2326.34,1.80735,18.172
2386.07,3.25082,18.375
2284.89,-5.56767,18.172
2398.08,6.21302,18.218
2386.3,-0.650177,18.125
2303.08,-4.54032,18.329
2255.48,-2.59944,18.312
2199.99,-3.04572,18.219
2272.35,3.95156,18.312
2103.14,-9.20875,18.375
2257.53,8.43081,18.313
2275.13,0.965926,18.219
2299.57,1.34032,18.234
2471.05,9.35616,18.328
2302.79,-9.22805,18.234
2437.73,7.36257,18.329
2338.66,-5.42851,18.25
2475.36,7.45817,18.328
2429.3,-2.51296,18.328
2524.44,5.18661,18.344
2704.49,9.79861,18.375
2655.92,-2.63909,18.406
2568.94,-4.7213,18.422
2699.83,7.14177,18.328
2532.47,-9.15506,18.281
2638.73,5.74865,18.484
2738.57,5.45188,18.313
2596.51,-7.7507,18.328
2664.6,3.69608,18.422
2838.12,9.44324,18.375
2716.58,-6.56407,18.516
2609.56,-5.8347,18.343
2553.29,-3.05411,18.422
2701.71,8.07007,18.391
2762.22,3.296,18.359
2859.29,5.27786,18.391
2843.58,-0.855325,18.359
2960.53,6.35858,18.391
3120.63,8.70597,18.39
3211.14,4.88857,18.516
3276.55,3.53849,18.484
3250.71,-1.40138,18.438
3070.33,-9.77509,18.453
2918.17,-8.23221,18.484
2888.53,-1.59775,18.547
3052.63,8.89996,18.438
3013.21,-2.13113,18.5
3041.36,1.52305,18.484
3028.6,-0.68419,18.641
2933.1,-5.18018,18.437
2949.33,0.869594,18.672
3096.69,7.96496,18.5
3034.97,-3.32208,18.578
2958.6,-4.11728,18.547
2904.04,-2.94204,18.547
2727.73,-9.47435,18.609
2646.78,-4.37594,18.5
2763.98,6.30322,18.594
2898.83,7.26466,18.563
3000.56,5.4482,18.672
3010.37,0.528824,18.546
3025.79,0.830193,18.579
3039.72,0.747993,18.625
2914.55,-6.69859,18.687
3021.53,5.71501,18.719
3015.2,-0.338217,18.703
3076.98,3.31395,18.641
3054.03,-1.22783,18.687
2939.83,-6.08577,18.766
2962.44,1.20722,18.734
2901.59,-3.25354,18.703
3060.08,8.45298,18.75
2979.59,-4.26812,18.86
3117.08,7.30894,18.812
3291.79,9.30257,18.781
3410.37,6.34007,18.703
3224.68,-9.92016,18.719
3330.48,5.64755,18.735
3207.09,-6.57573,18.765
3358.34,8.00008,18.906
3381.39,1.23049,18.735
3415,1.77588,18.922
3241.92,-9.18531,18.843
3394.56,8.11337,18.813
3301.52,-4.91659,18.922
3474.86,9.18354,18.875
3646.84,9.11135,18.875
3644.31,-0.133853,18.922
3774.91,6.96561,18.75
3904.24,6.81829,18.968
3965.94,3.26063,18.922
3866.12,-5.27074,18.938
3766.61,-5.24601,18.969
3634.57,-7.01301,18.828
3518.19,-6.13029,18.984
3366.99,-7.91883,19.094
3551.01,9.62206,19.125
3440.75,-5.77014,19.109
3551.73,5.82195,19.063
3413.33,-7.27877,19.015
3271.04,-7.47047,19.047
3167.33,-5.41402,19.156
2988.76,-9.29843,19.204
3095.13,5.55261,19.156
3185.42,4.74476,19.031
3011.43,-9.09778,19.125
2991.18,-1.06032,19.094
2980.04,-0.581824,19.156
3001.43,1.10949,19.281
3082.97,4.22896,19.282
3050.09,-1.70388,19.296
2882.26,-8.76107,19.157
2922.33,2.08363,19.234
2821.37,-5.24486,19.25
2825.63,0.222081,19.172
2786.87,-2.00846,19.297
2743.01,-2.26918,19.328
2867.53,6.42646,19.375
2678.54,-9.78609,19.312
2529.07,-7.74579,19.297
2436.63,-4.77853,19.344
2300.93,-7.00971,19.359
2374.92,3.82496,19.344
2413.84,2.00551,19.406
2553.82,7.21894,19.391
2383.81,-8.77458,19.375
2547.76,8.40053,19.516
2494.03,-2.75733,19.484
2636.68,7.33829,19.438
2470.36,-8.53597,19.484
2404.77,-3.3664,19.484
2484.16,4.07757,19.469
2317.05,-8.56931,19.5
2138.94,-9.1782,19.406
2011.11,-6.57629,19.438
2172.73,8.28162,19.515
2240.88,3.48636,19.547
2374.85,6.84848,19.563
2353.34,-1.091,19.719
2468.99,5.89761,19.609
2290.73,-9.04696,19.703
2339.98,2.50727,19.641
2325.82,-0.720405,19.656
2385.81,3.05934,19.609
2563.58,9.02265,19.703
2507.01,-2.85083,19.844
2502.1,-0.247265,19.86
2385.27,-5.83734,20.015
2345.8,-1.9762,19.969
2299.77,-2.27344,20.25
2266.61,-1.64873,20.109
2437.12,8.48545,20.094
2357.52,-3.93093,20.25
2498.35,6.96034,20.234
2323.38,-8.65408,20.219
2158.12,-8.14834,20.281
2209.37,2.52884,20.266
2006.83,-9.99395,20.266
2093.65,4.26435,20.359
2071.81,-1.06944,20.422
2029.84,-2.04709,20.5
2002.14,-1.36071,20.359
2144.81,8.50161,16.781
1992.89,-8.02867,18.922
1881.56,-6.15801,18.078
1912.25,1.69173,18.141
1902.94,-0.512711,18.172
1987.73,4.66215,18.187
2163.1,9.65061,18.172
2260.66,5.36418,18.188
2267.1,0.353489,18.203
2273.84,0.371088,18.172
2276.91,0.16886,18.203
2136.73,-7.71439,18.172
2211.35,4.09954,18.203
2346.73,7.45628,18.156
2270.43,-4.18459,18.234
2377.08,5.87417,18.157
2411.55,1.89207,18.218
2252.29,-8.77888,18.141
2197.43,-3.00623,18.25
2215.07,0.971471,18.156
2214.36,-0.0390095,18.141
2339.74,6.91147,18.14
2352.64,0.713434,18.094
2327.08,-1.40462,18.203
2453.05,6.92631,18.188
2499.43,2.5565,18.14
2383.18,-6.32104,18.391
2408.63,1.40318,18.141
2234.28,-9.53729,18.281
2132.72,-5.55062,18.297
2205.37,3.99108,18.203
2280.7,4.12091,18.281
2289.21,0.46605,18.25
2170.55,-6.51272,18.219
2203.4,1.80735,18.172
2263.13,3.25082,18.375
2161.96,-5.56767,18.172
2275.14,6.21302,18.218
2263.36,-0.650177,18.125
2180.14,-4.54032,18.329
2132.54,-2.59944,18.312
2077.05,-3.04572,18.219
2149.41,3.95156,18.312
1980.2,-9.20875,18.375
2134.59,8.43081,18.313
2152.19,0.965926,18.219
2176.63,1.34032,18.234
2348.11,9.35616,18.328
2179.85,-9.22805,18.234
2314.79,7.36257,18.329
2215.72,-5.42851,18.25
2352.42,7.45817,18.328
2306.36,-2.51296,18.328
2401.5,5.18661,18.344
2581.55,9.79861,18.375
2532.98,-2.63909,18.406
2446,-4.7213,18.422
2576.9,7.14177,18.328
2409.53,-9.15506,18.281
2515.79,5.74865,18.484
2615.63,5.45188,18.313
2473.58,-7.7507,18.328
2541.67,3.69608,18.422
2715.18,9.44324,18.375
2593.64,-6.56407,18.516
2486.62,-5.8347,18.343
2430.36,-3.05411,18.422
2578.77,8.07007,18.391
2639.28,3.296,18.359
2736.35,5.27786,18.391
2720.65,-0.855325,18.359
2837.59,6.35858,18.391
2997.69,8.70597,18.39
3088.21,4.88857,18.516
3153.61,3.53849,18.484
3127.77,-1.40138,18.438
2947.39,-9.77509,18.453
2795.23,-8.23221,18.484
2765.6,-1.59775,18.547
2929.69,8.89996,18.438
2890.27,-2.13113,18.5
2918.42,1.52305,18.484
2905.67,-0.68419,18.641
2810.16,-5.18018,18.437
2826.4,0.869594,18.672
2973.75,7.96496,18.5
2912.03,-3.32208,18.578
2835.67,-4.11728,18.547
2781.1,-2.94204,18.547
2604.79,-9.47435,18.609
2523.84,-4.37594,18.5
2641.04,6.30322,18.594
2775.89,7.26466,18.563
2877.62,5.4482,18.672
2887.43,0.528824,18.546
2902.85,0.830193,18.579
2916.78,0.747993,18.625
2791.61,-6.69859,18.687
2898.59,5.71501,18.719
2892.26,-0.338217,18.703
2954.04,3.31395,18.641
2931.09,-1.22783,18.687
2816.89,-6.08577,18.766
2839.5,1.20722,18.734
2778.65,-3.25354,18.703
2937.15,8.45298,18.75
2856.65,-4.26812,18.86
2994.14,7.30894,18.812
3168.86,9.30257,18.781
3287.43,6.34007,18.703
3101.74,-9.92016,18.719
3207.55,5.64755,18.735
3084.15,-6.57573,18.765
3235.4,8.00008,18.906
3258.45,1.23049,18.735
3292.06,1.77588,18.922
3118.98,-9.18531,18.843
3271.62,8.11337,18.813
3178.58,-4.91659,18.922
3351.92,9.18354,18.875
3523.9,9.11135,18.875
3521.37,-0.133853,18.922
3651.97,6.96561,18.75
3781.3,6.81829,18.968
3843,3.26063,18.922
3743.18,-5.27074,18.938
3643.67,-5.24601,18.969
3511.63,-7.01301,18.828
3395.25,-6.13029,18.984
3244.05,-7.91883,19.094
3428.07,9.62206,19.125
3317.81,-5.77014,19.109
3428.79,5.82195,19.063
3290.39,-7.27877,19.015
3148.1,-7.47047,19.047
3044.39,-5.41402,19.156
2865.82,-9.29843,19.204
2972.19,5.55261,19.156
3062.48,4.74476,19.031
2888.49,-9.09778,19.125
2868.24,-1.06032,19.094
2857.1,-0.581824,19.156
2878.49,1.10949,19.281
2960.03,4.22896,19.282
2927.15,-1.70388,19.296
2759.32,-8.76107,19.157
2799.4,2.08363,19.234
2698.43,-5.24486,19.25
2702.69,0.222081,19.172
2663.93,-2.00846,19.297
2620.07,-2.26918,19.328
2744.59,6.42646,19.375
2555.6,-9.78609,19.312
2406.13,-7.74579,19.297
2313.69,-4.77853,19.344
2177.99,-7.00971,19.359
2251.98,3.82496,19.344
2290.9,2.00551,19.406
2430.88,7.21894,19.391
2260.87,-8.77458,19.375
2424.82,8.40053,19.516
2371.09,-2.75733,19.484
2513.74,7.33829,19.438
2347.42,-8.53597,19.484
2281.83,-3.3664,19.484
2361.22,4.07757,19.469
2194.11,-8.56931,19.5
2016,-9.1782,19.406
1888.17,-6.57629,19.438
2049.79,8.28162,19.515
2117.94,3.48636,19.547
2251.91,6.84848,19.563
2230.4,-1.091,19.719
2346.05,5.89761,19.609
2167.79,-9.04696,19.703
2217.04,2.50727,19.641
2202.88,-0.720405,19.656
2262.87,3.05934,19.609
2440.64,9.02265,19.703
2384.07,-2.85083,19.844
2379.16,-0.247265,19.86
2262.33,-5.83734,20.015
2222.86,-1.9762,19.969
2176.83,-2.27344,20.25
2143.67,-1.64873,20.109
2314.18,8.48545,20.094
2234.58,-3.93093,20.25
2375.41,6.96034,20.234
2200.44,-8.65408,20.219
2035.18,-8.14834,20.281
2086.43,2.52884,20.266
1883.89,-9.99395,20.266
1970.71,4.26435,20.359
1948.87,-1.06944,20.422
1906.9,-2.04709,20.5
1879.2,-1.36071,20.359
2021.87,8.50161,16.781
1869.95,-8.02867,18.922
1758.62,-6.15801,18.078
1789.31,1.69173,18.141
1780,-0.512711,18.172
1864.79,4.66215,18.187
2040.16,9.65061,18.172
2137.72,5.36418,18.188
2144.16,0.353489,18.203
2150.9,0.371088,18.172
2153.97,0.16886,18.203
2013.79,-7.71439,18.172
2088.41,4.09954,18.203
2223.79,7.45628,18.156
2147.49,-4.18459,18.234
2254.14,5.87417,18.157
2288.61,1.89207,18.218
2129.36,-8.77888,18.141
2074.49,-3.00623,18.25
2092.13,0.971471,18.156
2091.42,-0.0390095,18.141
2216.8,6.91147,18.14
2229.7,0.713434,18.094
2204.14,-1.40462,18.203
2330.11,6.92631,18.188
2376.49,2.5565,18.14
2260.24,-6.32104,18.391
2285.69,1.40318,18.141
2111.34,-9.53729,18.281
2009.78,-5.55062,18.297
2082.43,3.99108,18.203
2157.76,4.12091,18.281
2166.27,0.46605,18.25
2047.62,-6.51272,18.219
2080.46,1.80735,18.172
2140.19,3.25082,18.375
2039.02,-5.56767,18.172
2152.21,6.21302,18.218
2140.42,-0.650177,18.125
2057.2,-4.54032,18.329
2009.6,-2.59944,18.312
1954.11,-3.04572,18.219
2026.47,3.95156,18.312
1857.26,-9.20875,18.375
2011.65,8.43081,18.313
2029.25,0.965926,18.219
2053.69,1.34032,18.234
2225.17,9.35616,18.328
2056.91,-9.22805,18.234
2191.86,7.36257,18.329
2092.78,-5.42851,18.25
2229.48,7.45817,18.328
2183.42,-2.51296,18.328
2278.56,5.18661,18.344
2458.61,9.79861,18.375
2410.04,-2.63909,18.406
2323.06,-4.7213,18.422
2453.96,7.14177,18.328
2286.59,-9.15506,18.281
2392.85,5.74865,18.484
2492.69,5.45188,18.313
2350.64,-7.7507,18.328
2418.73,3.69608,18.422
2592.25,9.44324,18.375
2470.7,-6.56407,18.516
2363.68,-5.8347,18.343
2307.42,-3.05411,18.422
2455.83,8.07007,18.391
2516.34,3.296,18.359
2613.41,5.27786,18.391
2597.71,-0.855325,18.359
2714.65,6.35858,18.391
2874.75,8.70597,18.39
2965.27,4.88857,18.516
3030.67,3.53849,18.484
3004.83,-1.40138,18.438
2824.45,-9.77509,18.453
2672.29,-8.23221,18.484
2642.66,-1.59775,18.547
2806.75,8.89996,18.438
2767.33,-2.13113,18.5
2795.48,1.52305,18.484
2782.73,-0.68419,18.641
2687.22,-5.18018,18.437
2703.46,0.869594,18.672
2850.81,7.96496,18.5
2789.09,-3.32208,18.578
2712.73,-4.11728,18.547
2658.16,-2.94204,18.547
2481.85,-9.47435,18.609
2400.9,-4.37594,18.5
2518.1,6.30322,18.594
2652.95,7.26466,18.563
2754.68,5.4482,18.672
2764.49,0.528824,18.546
2779.91,0.830193,18.579
2793.85,0.747993,18.625
2668.67,-6.69859,18.687
2775.65,5.71501,18.719
2769.32,-0.338217,18.703
2831.1,3.31395,18.641
2808.15,-1.22783,18.687
2693.95,-6.08577,18.766
2716.56,1.20722,18.734
2655.71,-3.25354,18.703
2814.21,8.45298,18.75
2733.71,-4.26812,18.86
2871.2,7.30894,18.812
3045.92,9.30257,18.781
3164.49,6.34007,18.703
2978.8,-9.92016,18.719
3084.61,5.64755,18.735
2961.21,-6.57573,18.765
3112.46,8.00008,18.906
3135.52,1.23049,18.735
3169.12,1.77588,18.922
2996.04,-9.18531,18.843
3148.68,8.11337,18.813
3055.65,-4.91659,18.922
3228.98,9.18354,18.875
3400.96,9.11135,18.875
3398.43,-0.133853,18.922
3529.03,6.96561,18.75
3658.36,6.81829,18.968
3720.06,3.26063,18.922
3620.24,-5.27074,18.938
3520.73,-5.24601,18.969
3388.69,-7.01301,18.828
3272.31,-6.13029,18.984
3121.11,-7.91883,19.094
3305.13,9.62206,19.125
3194.87,-5.77014,19.109
3305.86,5.82195,19.063
3167.45,-7.27877,19.015
3025.16,-7.47047,19.047
2921.45,-5.41402,19.156
2742.88,-9.29843,19.204
2849.25,5.55261,19.156
2939.54,4.74476,19.031
2765.55,-9.09778,19.125
2745.3,-1.06032,19.094
2734.16,-0.581824,19.156
2755.55,1.10949,19.281
2837.09,4.22896,19.282
2804.22,-1.70388,19.296
2636.38,-8.76107,19.157
2676.46,2.08363,19.234
2575.49,-5.24486,19.25
2579.75,0.222081,19.172
2540.99,-2.00846,19.297
2497.13,-2.26918,19.328
2621.65,6.42646,19.375
2432.66,-9.78609,19.312
2283.19,-7.74579,19.297
2190.75,-4.77853,19.344
2055.05,-7.00971,19.359
2129.04,3.82496,19.344
2167.96,2.00551,19.406
2307.94,7.21894,19.391
2137.93,-8.77458,19.375
2301.88,8.40053,19.516
2248.16,-2.75733,19.484
2390.8,7.33829,19.438
2224.48,-8.53597,19.484
2158.89,-3.3664,19.484
2238.28,4.07757,19.469
2071.18,-8.56931,19.5
1893.06,-9.1782,19.406
1765.23,-6.57629,19.438
1926.85,8.28162,19.515
1995,3.48636,19.547
2128.97,6.84848,19.563
2107.46,-1.091,19.719
2223.11,5.89761,19.609
2044.85,-9.04696,19.703
2094.1,2.50727,19.641
2079.94,-0.720405,19.656
2139.93,3.05934,19.609
2317.7,9.02265,19.703
2261.13,-2.85083,19.844
2256.22,-0.247265,19.86
2139.39,-5.83734,20.015
2099.92,-1.9762,19.969
2053.89,-2.27344,20.25
2020.73,-1.64873,20.109
2191.24,8.48545,20.094
2111.64,-3.93093,20.25
2252.47,6.96034,20.234
2077.5,-8.65408,20.219
1912.24,-8.14834,20.281
1963.49,2.52884,20.266
1760.95,-9.99395,20.266
1847.77,4.26435,20.359
1825.93,-1.06944,20.422
1783.97,-2.04709,20.5
1756.26,-1.36071,20.359
1898.93,8.50161,16.781
1747.01,-8.02867,18.922
1635.69,-6.15801,18.078
1666.37,1.69173,18.141
1657.06,-0.512711,18.172
1741.85,4.66215,18.187
1917.22,9.65061,18.172
2014.78,5.36418,18.188
2021.22,0.353489,18.203
2027.96,0.371088,18.172
2031.03,0.16886,18.203
1890.85,-7.71439,18.172
1965.47,4.09954,18.203
2100.85,7.45628,18.156
2024.55,-4.18459,18.234
2131.2,5.87417,18.157
2165.67,1.89207,18.218
2006.42,-8.77888,18.141
1951.55,-3.00623,18.25
1969.19,0.971471,18.156
1968.48,-0.0390095,18.141
2093.86,6.91147,18.14
2106.77,0.713434,18.094
2081.2,-1.40462,18.203
2207.17,6.92631,18.188
2253.55,2.5565,18.14
2137.3,-6.32104,18.391
2162.75,1.40318,18.141
1988.4,-9.53729,18.281
1886.84,-5.55062,18.297
1959.49,3.99108,18.203
2034.83,4.12091,18.281
2043.33,0.46605,18.25
1924.68,-6.51272,18.219
1957.52,1.80735,18.172
2017.25,3.25082,18.375
1916.08,-5.56767,18.172
2029.27,6.21302,18.218
2017.48,-0.650177,18.125
1934.26,-4.54032,18.329
1886.66,-2.59944,18.312
1831.17,-3.04572,18.219
1903.53,3.95156,18.312
1734.32,-9.20875,18.375
1888.72,8.43081,18.313
1906.31,0.965926,18.219
1930.75,1.34032,18.234
2102.23,9.35616,18.328
1933.97,-9.22805,18.234
2068.92,7.36257,18.329
1969.85,-5.42851,18.25
